                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                0.93865,                0.68521,                  1.173,                0.80293,                0.60498,                0.70935,                0.42152,                 1.3957,                  1.175,                 1.5324,              0.0014522,              0.0014522,              0.0014522
                     85,                0.96568,                0.71094,                 1.1993,                0.82525,                0.57576,                0.68765,                0.41265,                 1.4471,                 1.1714,                 1.6094,              0.0014456,              0.0014456,              0.0014456
                     86,                0.95461,                0.69609,                 1.1926,                0.77683,                0.65758,                0.69533,                0.41954,                 1.4924,                 1.2658,                 1.5981,               0.001439,               0.001439,               0.001439
                     87,                0.92544,                0.66909,                 1.1687,                0.81373,                 0.6303,                0.71091,                0.42222,                 1.4751,                 1.2174,                 1.5768,              0.0014324,              0.0014324,              0.0014324
                     88,                0.94867,                0.68734,                 1.1645,                0.79928,                0.59129,                0.68381,                0.41102,                 1.5259,                 1.2953,                 1.6293,              0.0014258,              0.0014258,              0.0014258
                     89,                0.93546,                0.66163,                 1.1815,                0.69536,                 0.6697,                0.69813,                0.42598,                 1.4382,                 1.2152,                 1.5587,              0.0014192,              0.0014192,              0.0014192
                     90,                 0.9607,                0.69432,                 1.1786,                0.71502,                0.58485,                0.66052,                0.38182,                 1.5086,                 1.4397,                 1.6063,              0.0014126,              0.0014126,              0.0014126
                     91,                0.95834,                0.72925,                 1.1832,                0.77153,                0.62121,                0.69442,                0.40418,                 1.5026,                 1.2729,                  1.609,               0.001406,               0.001406,               0.001406
                     92,                0.92739,                 0.6788,                 1.1644,                0.76512,                0.66137,                 0.7013,                0.42812,                 1.4285,                 1.3721,                 1.5396,              0.0013994,              0.0013994,              0.0013994
                     93,                0.93192,                0.66177,                 1.1651,                0.75466,                0.67273,                0.73801,                0.45677,                 1.4078,                  1.203,                 1.5052,              0.0013928,              0.0013928,              0.0013928
                     94,                0.90147,                0.64051,                 1.1558,                 0.7875,                0.62424,                0.71889,                0.43889,                 1.4209,                 1.1077,                 1.5046,              0.0013862,              0.0013862,              0.0013862
                     95,                0.91959,                0.64963,                  1.166,                0.74003,                0.66667,                0.70796,                 0.4213,                 1.4327,                 1.1554,                  1.561,              0.0013796,              0.0013796,              0.0013796
                     96,                0.92756,                0.65248,                 1.1621,                0.71003,                0.63814,                0.67972,                0.40152,                 1.4865,                 1.1807,                 1.6238,               0.001373,               0.001373,               0.001373
                     97,                0.92812,                0.66827,                  1.179,                0.78543,                 0.5697,                0.67691,                0.40514,                 1.4788,                 1.3212,                 1.6063,              0.0013664,              0.0013664,              0.0013664
                     98,                 0.9159,                0.64504,                 1.1594,                0.80738,                0.62239,                0.72337,                0.45048,                 1.4479,                 1.2222,                 1.5423,              0.0013598,              0.0013598,              0.0013598
                     99,                0.88797,                0.65028,                 1.1576,                0.78591,                0.56734,                0.66335,                0.39303,                 1.4581,                  1.341,                 1.5659,              0.0013532,              0.0013532,              0.0013532
                    100,                0.91795,                0.66871,                 1.1581,                0.77055,                0.62727,                 0.6899,                0.40746,                 1.4173,                 1.1783,                 1.5532,              0.0013466,              0.0013466,              0.0013466
                    101,                0.92006,                0.64984,                 1.1617,                0.81096,                0.62397,                0.69468,                0.42426,                 1.3974,                 1.2006,                 1.5391,                0.00134,                0.00134,                0.00134
                    102,                0.93906,                0.64679,                 1.1665,                0.72151,                0.64242,                0.69705,                0.42397,                 1.3927,                 1.1247,                 1.5308,              0.0013334,              0.0013334,              0.0013334
                    103,                 0.9124,                0.66495,                  1.172,                0.72877,                0.63939,                0.68598,                0.39661,                 1.5268,                 1.3307,                 1.6792,              0.0013268,              0.0013268,              0.0013268
                    104,                 0.8919,                0.64097,                   1.15,                0.77433,                0.65758,                0.71359,                0.44359,                 1.4064,                   1.12,                 1.5845,              0.0013202,              0.0013202,              0.0013202
                    105,                0.89311,                0.64003,                  1.145,                 0.8524,                0.59394,                0.73956,                0.45226,                 1.4102,                 1.0959,                 1.5044,              0.0013136,              0.0013136,              0.0013136
                    106,                 0.8909,                0.64261,                 1.1447,                0.77588,                0.62727,                0.71733,                0.43746,                 1.4922,                  1.162,                 1.5654,               0.001307,               0.001307,               0.001307
                    107,                0.86268,                0.59279,                 1.1266,                0.80153,                0.66364,                0.74421,                0.45457,                 1.3702,                 1.1435,                 1.4982,              0.0013004,              0.0013004,              0.0013004
                    108,                0.86098,                 0.5873,                 1.1048,                 0.8019,                0.60105,                0.73074,                0.44032,                 1.4019,                 1.2021,                 1.5835,              0.0012938,              0.0012938,              0.0012938
                    109,                0.85084,                 0.6111,                 1.1234,                0.81306,                0.64582,                0.71692,                0.42452,                 1.4879,                 1.1778,                  1.602,              0.0012872,              0.0012872,              0.0012872
                    110,                0.84396,                0.58321,                 1.1091,                0.80912,                0.62121,                0.71856,                0.42799,                 1.4043,                 1.1412,                 1.5865,              0.0012806,              0.0012806,              0.0012806
                    111,                0.85924,                0.60098,                 1.1199,                0.76594,                0.65758,                0.70974,                0.42993,                  1.418,                  1.183,                 1.6188,               0.001274,               0.001274,               0.001274
                    112,                0.86044,                0.59307,                 1.1215,                0.81541,                0.62917,                0.72177,                0.44752,                  1.411,                 1.1253,                 1.5614,              0.0012674,              0.0012674,              0.0012674
                    113,                0.84884,                0.61094,                 1.1156,                0.78718,                0.68373,                0.74138,                0.43715,                 1.4468,                 1.2234,                 1.5359,              0.0012608,              0.0012608,              0.0012608
                    114,                0.84278,                0.59985,                 1.1116,                0.78253,                0.64848,                0.73832,                0.45503,                  1.384,                 1.1118,                 1.5044,              0.0012542,              0.0012542,              0.0012542
                    115,                0.82095,                0.57077,                 1.0766,                0.83073,                0.66922,                0.74713,                0.45239,                  1.397,                 1.1856,                 1.5834,              0.0012476,              0.0012476,              0.0012476
                    116,                0.82708,                0.57501,                 1.1069,                0.83384,                0.62349,                0.72531,                0.44385,                 1.4026,                 1.1932,                  1.553,               0.001241,               0.001241,               0.001241
                    117,                0.80843,                0.55568,                  1.094,                0.84048,                0.60606,                0.70258,                0.42438,                 1.4074,                 1.1813,                 1.5707,              0.0012344,              0.0012344,              0.0012344
                    118,                0.81297,                0.55594,                  1.103,                0.81834,                0.60909,                0.72473,                0.43862,                 1.4305,                 1.1995,                 1.5851,              0.0012278,              0.0012278,              0.0012278
                    119,                0.82044,                0.56139,                 1.1105,                0.81033,                0.64732,                0.73205,                0.44983,                 1.4232,                 1.1716,                 1.5617,              0.0012212,              0.0012212,              0.0012212
                    120,                0.80924,                0.56159,                 1.1022,                0.80597,                0.66061,                0.73653,                0.45793,                  1.439,                 1.1518,                 1.5833,              0.0012146,              0.0012146,              0.0012146
                    121,                0.82268,                0.56564,                 1.1064,                0.67376,                0.63636,                0.68457,                0.41451,                 1.4042,                 1.1965,                 1.6095,               0.001208,               0.001208,               0.001208
                    122,                0.82341,                0.57412,                 1.1176,                0.76062,                0.62727,                0.70135,                0.42539,                 1.4637,                 1.1785,                 1.5992,              0.0012014,              0.0012014,              0.0012014
                    123,                0.78294,                0.53672,                 1.0749,                0.75269,                0.66404,                0.71555,                0.43468,                 1.4491,                 1.2368,                 1.6125,              0.0011948,              0.0011948,              0.0011948
                    124,                0.81221,                0.54888,                 1.0992,                0.75132,                 0.6303,                0.68865,                0.43321,                 1.4166,                 1.2885,                 1.6085,              0.0011882,              0.0011882,              0.0011882
                    125,                0.79351,                0.53639,                 1.0725,                0.81452,                0.63873,                0.72749,                0.45401,                 1.3836,                 1.2933,                 1.5283,              0.0011816,              0.0011816,              0.0011816
                    126,                0.77868,                0.54545,                 1.0867,                0.75668,                0.58485,                0.66743,                0.39549,                 1.5085,                 1.3579,                 1.6611,               0.001175,               0.001175,               0.001175
                    127,                0.78303,                0.53162,                 1.0701,                0.78625,                0.63537,                    0.7,                0.41857,                 1.4858,                   1.24,                 1.6861,              0.0011684,              0.0011684,              0.0011684
                    128,                 0.7825,                0.54911,                 1.0824,                0.82981,                0.63534,                 0.7253,                0.45764,                 1.4448,                 1.3302,                 1.5944,              0.0011618,              0.0011618,              0.0011618
                    129,                 0.7642,                0.52876,                 1.0602,                0.82979,                0.63939,                0.72941,                0.46549,                 1.3407,                  1.175,                 1.5542,              0.0011552,              0.0011552,              0.0011552
                    130,                0.74791,                0.51284,                 1.0433,                0.82454,                0.64242,                0.73006,                0.46014,                  1.458,                 1.3398,                 1.6027,              0.0011486,              0.0011486,              0.0011486
                    131,                0.74267,                0.51633,                 1.0571,                0.79138,                0.63225,                0.71236,                0.43256,                 1.4262,                 1.2701,                 1.5886,               0.001142,               0.001142,               0.001142
                    132,                0.76321,                0.51783,                  1.066,                0.76921,                0.67668,                0.72723,                0.44016,                 1.4653,                 1.1747,                 1.6421,              0.0011354,              0.0011354,              0.0011354
                    133,                0.76292,                0.51643,                 1.0651,                0.85854,                0.64242,                0.74084,                 0.4445,                 1.4084,                 1.1635,                 1.6312,              0.0011288,              0.0011288,              0.0011288
                    134,                0.72896,                0.49935,                 1.0508,                0.82518,                0.65796,                0.75045,                0.45235,                 1.4771,                 1.1401,                 1.6906,              0.0011222,              0.0011222,              0.0011222
                    135,                0.77316,                 0.5261,                 1.0644,                0.82869,                0.66667,                0.73415,                0.45664,                 1.4766,                 1.1601,                 1.6657,              0.0011156,              0.0011156,              0.0011156
                    136,                0.76976,                0.50732,                 1.0834,                0.79181,                0.66848,                0.72968,                0.44488,                 1.3999,                 1.1653,                 1.5924,               0.001109,               0.001109,               0.001109
                    137,                0.76422,                0.51503,                  1.064,                0.83558,                0.65455,                0.73659,                0.47403,                 1.2771,                 1.1626,                 1.4705,              0.0011024,              0.0011024,              0.0011024
                    138,                0.71983,                0.48875,                 1.0441,                0.83931,                0.66667,                0.75276,                0.47399,                 1.3641,                 1.0729,                 1.5561,              0.0010958,              0.0010958,              0.0010958
                    139,                0.73873,                0.49933,                 1.0449,                0.75872,                0.67656,                 0.7312,                0.47013,                 1.4021,                 1.2056,                 1.5514,              0.0010892,              0.0010892,              0.0010892
                    140,                0.73823,                 0.5002,                 1.0491,                0.82104,                0.56667,                0.69636,                0.43567,                  1.422,                 1.4096,                 1.6005,              0.0010826,              0.0010826,              0.0010826
                    141,                0.76409,                0.51701,                  1.069,                0.81264,                0.60606,                0.72433,                0.45079,                 1.4556,                 1.3144,                 1.5404,               0.001076,               0.001076,               0.001076
                    142,                0.74206,                0.50913,                 1.0444,                0.78516,                0.67576,                0.71074,                 0.4404,                  1.385,                 1.2299,                 1.5653,              0.0010694,              0.0010694,              0.0010694
                    143,                0.72958,                0.49644,                 1.0581,                0.84485,                0.63636,                 0.7547,                0.47511,                 1.3503,                 1.2205,                 1.5161,              0.0010628,              0.0010628,              0.0010628
                    144,                0.73049,                0.50346,                 1.0656,                0.84024,                0.66061,                0.74824,                0.45809,                  1.367,                 1.2139,                 1.5245,              0.0010562,              0.0010562,              0.0010562
                    145,                 0.7103,                 0.4964,                 1.0495,                0.82751,                0.62513,                0.73445,                0.45044,                 1.4254,                 1.3522,                 1.6092,              0.0010496,              0.0010496,              0.0010496
                    146,                0.70243,                 0.4804,                 1.0307,                0.84918,                0.62121,                0.73959,                0.45859,                 1.3995,                 1.2784,                 1.5641,               0.001043,               0.001043,               0.001043
                    147,                 0.7348,                0.49536,                 1.0458,                0.78744,                0.64848,                0.72225,                 0.4444,                 1.3757,                 1.2019,                 1.6038,              0.0010364,              0.0010364,              0.0010364
                    148,                0.69705,                0.47533,                 1.0327,                 0.7763,                  0.652,                0.71265,                0.44216,                 1.4333,                 1.2848,                 1.6442,              0.0010298,              0.0010298,              0.0010298
                    149,                0.72231,                0.48599,                 1.0599,                0.83734,                0.64848,                 0.7446,                0.45984,                 1.4486,                 1.1808,                 1.6124,              0.0010232,              0.0010232,              0.0010232
